genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Peruchilus,culberti,37.2,35.7,2,0,NaN
Perudyptes,devriesi,48.600,40.400,1,1,1.0000
Perugyps,diazi,7.246,5.332,1,0,NaN
Perulestes,cardichi,37.200,33.900,1,0,NaN
Perulestes,fraileyi,37.200,33.900,1,0,NaN
Perulestes,sp.,43.44,43.44,1,0,NaN
Peruluta,mancorensis,48.600,33.900,2,0,NaN
Perumys,gyulavarii,3.600,2.588,1,0,NaN
Perupithecus,ucayaliensis,37.200,33.900,1,1,0.0182
Perutherium,altiplanense,58.700,48.600,1,0,NaN
Petaloconchus,macrophagma,23.030,15.970,1,0,NaN
Petaloconchus,macrophragma,23.030,15.970,1,0,NaN
Petrochelidon,pyrrhonota,0.02798,0.0255,1,1,0.0064
Phaerodusichthys,taverni,70.600,66.043,1,0,NaN
Phaethon,aethereus,0.012,0.000,3,0,NaN
Phalacrocorax,bougainvillii,3.600,2.588,1,0,NaN
Phalacrocorax,sp.,7.5,2.588,8,1,0.0779
Phalaropus,fulicarius,0.126,0.012,1,0,NaN
Phalaropus,lobatus,0.02798,0.0255,1,1,0.0064
Phalaropus,sp.,0.126,0.012,1,0,NaN
Phalaropus,tricolor,0.02798,0.0255,1,1,0.0255
Phalium,paraensis,23.030,15.970,1,0,NaN
Phareodus,sp.,66.043,61.700,1,0,NaN
Pharsophorus,lacerans,29.000,21.000,2,1,0.0037
Phasianella,fossilis,11.608,7.246,1,0,NaN
Phlyctaenopyga,ameghinoi,6.800,3.000,1,0,NaN
Phoberomys,bordasi,11.608,7.246,2,0,NaN
Phoberomys,pattersoni,9.000,6.800,5,0,NaN
Phoberomys,sp.,9.000,7.246,8,0,NaN
Phocoena,dioptrica,0.012,0.000,1,0,NaN
Phocoena,spinipinnis,0.012,0.000,1,0,NaN
Phoenicopterus,ruber,0.012,0.000,3,3,0.1204
Phoenicopterus,sp.,11.608,5.332,1,0,NaN
Phosfictilis,sp.,23.030,15.970,1,0,NaN
Phractocephalus,nassi,11.608,5.332,1,0,NaN
Phractocephalus,sp.,28.400,5.332,2,0,NaN
Phrynops,geoffroanus,9.000,4.000,1,0,NaN
Phrynops,sp.,9.000,6.800,1,0,NaN
Phugatherium,cataclisticum,11.608,7.246,1,0,NaN
Phugatherium,saavedrai,4,3.600,2,0,NaN
Phugatherium,sp.,6.800,4.000,1,0,NaN
Phyllacanthus,priscus,23.030,15.970,4,0,NaN
Phyllotis,anitae,0.0276,0.01758,1,0,NaN
Phyllotis,darwini,2.588,0.781,1,0,NaN
Phyllotis,sp.,0.01962,0.01415,1,0,NaN
Physa,arida,84.900,66.043,1,0,NaN
Physeter,macrocephalus,0.012,0.000,2,0,NaN
Physogaleus,contortus,20.430,15.970,1,0,NaN
Physornis,brasiliensis,28.400,15.970,1,0,NaN
Pinna,cretacea,89.300,85.800,1,0,NaN
Pintosaurus,magnidentis,235.000,201.600,1,1,0.3333
Pipa,sp.,11.608,5.332,1,0,NaN
Pircanchaspis,rinconensis,478.600,471.800,1,0,NaN
Piscobalaena,nana,13.650,5.47,4,3,0.1362
Piscocetus,sacaco,7.246,5.332,1,1,0.1250
Piscogavialis,jugaliperforatus,11.608,5.47,3,0,NaN
Piscolithax,aenigmaticus,7.5,7.3,1,1,0.0556
Piscolithax,longirostris,6.35,5.47,2,0,NaN
Piscolithax,sp.,7.5,5.332,2,0,NaN
Piscophoca,pacifica,6.35,5.47,2,0,NaN
Piscophoca,sp.,11.608,7.246,1,0,NaN
Pisonia,ampliata,23.030,15.970,1,0,NaN
Pitangus,lictor,0.02798,0.0255,1,1,0.0064
Pitangus,sulphuratus,0.02798,0.0255,1,1,0.0064
Pitar,circinatus,23.030,15.970,6,0,NaN
Pitar,diminuta,23.030,15.970,1,0,NaN
Pitar,euglypta,23.030,15.970,3,0,NaN
Pitar,hartti,23.030,15.970,1,0,NaN
Pitar,obscurata,23.030,15.970,1,0,NaN
Pitar,perarcana,23.030,15.970,1,0,NaN
Pitar,pirabica,23.030,15.970,1,0,NaN
Pitar,recondita,23.030,15.970,1,0,NaN
Pitar,vertumni,23.030,15.970,1,0,NaN
Pithanotomys,columnaris,6.800,3.000,1,0,NaN
Pithiculites,chenche,16.300,15.500,1,0,NaN
Placidichthys,bidorsalis,112.600,99.700,1,1,1.0000
Placosmilia,sp.,23.030,15.970,1,0,NaN
Plagiobrissus,grandis,23.030,15.970,1,0,NaN
Plagiobrissus,sp.,37.200,33.900,1,1,1.0000
Plagioscion,marinus,23.030,15.970,1,0,NaN
Plaina,intermedia,4,3.3,1,0,NaN
Plaina,sp.,,3.600,4,0,NaN
Planohybodus,peterboroughensis,145.500,99.700,1,0,NaN
Planops,sp.,11.608,7.246,1,0,NaN
Platecarpus,sp.,94.300,85.800,2,0,NaN
Platemys,bergii,11.608,7.246,1,0,NaN
Platemys,entreriana,11.608,7.246,1,0,NaN
Platemys,holmbergii,11.608,7.246,1,0,NaN
Platemys,mesopotamica,11.608,7.246,1,0,NaN
Platemys,robusta,11.608,7.246,1,0,NaN
Platemys,torrentium,11.608,7.246,1,0,NaN
Platychara,perlata,66.043,55.800,1,0,NaN
Platygonus,narinoensis,3.600,0.781,1,0,NaN
Platygonus,sp.,1.0,0.781,2,0,NaN
Platygonus,tarijensis,2.588,0.781,1,0,NaN
Platygonus,uquiensis,3.600,2.588,1,0,NaN
Platypterygius,sachicarum,125.450,122.460,1,0,NaN
Platypterygius,sp.,125.450,112.600,1,0,NaN
Plaxhaplous,sp.,2.588,0.781,1,0,NaN
Plesiacarechimys,sp.,11.608,5.332,1,0,NaN
Plesiomegatherium,sp.,5.332,3.600,1,0,NaN
Plesiosaurus,sp.,164.700,155.700,2,0,NaN
Plesiosteiromys,newelli,28.400,23.030,1,0,NaN
Plesiotoxodon,amazonensis,11.608,7.246,1,0,NaN
Plesiotypotherium,achirense,9.000,7.246,5,0,NaN
Plesiotypotherium,casirense,6.800,3.000,1,0,NaN
Plesiotypotherium,majus,9.000,6.800,2,0,NaN
Plesiotypotherium,minus,15.500,12.9,4,0,NaN
Plesiotypotherium,sp.,15.500,13.800,1,0,NaN
Pleurofusia,camposi,23.030,15.970,3,0,NaN
Pleurolestodon,dalenzae,6.800,3.000,1,0,NaN
Pleurophopsis,sp.,33.900,23.030,1,0,NaN
Pleurophopsis,unioides,23.030,7.246,2,0,NaN
Plicatula,eroessa,23.030,15.970,6,0,NaN
Plicodontinia,mourai,11.608,7.246,2,1,0.5000
Plinthicus,stenodon,23.030,15.970,1,0,NaN
Pliocardia,sp.,33.900,23.030,1,0,NaN
Pliodasypus,vergelianus,2.588,0.781,1,0,NaN
Pliomorphus,ameghinioi,11.608,5.332,1,1,0.5000
Pliomorphus,sp.,11.608,7.246,1,0,NaN
Pliopontos,littoralis,6.35,5.47,1,0,NaN
Plohophorops,sp.,5.332,3.600,1,0,NaN
Plohophorus,ameghini,6.800,3.000,1,0,NaN
Plohophorus,sp.,11.608,3.3,2,0,NaN
Plotosus,sp.,23.030,15.970,1,0,NaN
Pluvialis,dominica,0.126,0.012,1,0,NaN
Pluvialis,squatarola,0.126,0.012,1,0,NaN
Podocnemis,argentinensis,58.700,55.800,1,0,NaN
Podocnemis,bassieri,11.608,7.246,1,0,NaN
Podocnemis,brasiliensis,66.043,61.700,1,0,NaN
Podocnemis,geologorum,17.500,16.300,1,0,NaN
Podocnemis,negrii,9.000,4.000,1,0,NaN
Podocnemis,sp.,84.900,10.000,6,0,NaN
Podocyrtis,chalara,37.200,33.900,1,0,NaN
Podocyrtis,papalis,37.200,33.900,1,0,NaN
Pogonias,cromis,1.806,0.781,2,0,NaN
Polesinesuchus,aurelioi,235.000,205.600,1,1,0.1000
Polinices,sp.,48.600,15.970,2,0,NaN
Polyacrodus,sp.,145.500,99.700,1,0,NaN
Polyborus,plancus,0.126,0.000,3,2,0.0407
Polypodiaceoisporites,potoniei,23.030,15.970,1,0,NaN
Polystira,sp.,23.030,15.970,2,0,NaN
Polystria,albida,23.030,15.970,3,0,NaN
Pomadasys,sp.,23.030,15.970,1,0,NaN
Pomatodelphis,bobengi,11.608,7.246,1,0,NaN
Pontistes,rectifrons,11.608,7.246,1,1,0.1111
Pontivaga,fischeri,11.608,7.246,1,0,NaN
Pontoporia,blainvillii,1.806,0.000,5,0,NaN
Porochara,costata,84.900,66.043,2,0,NaN
Porochara,gildermeisteri,58.700,48.600,1,0,NaN
Porochara,sp.,58.700,48.600,1,0,NaN
Porphyrula,alleni,0.012,0.000,1,0,NaN
Portunus,atecuicitilis,23.030,15.970,2,0,NaN
Portunus,haitensis,23.030,15.970,4,0,NaN
Portunus,pirabensis,23.030,15.970,1,0,NaN
Portunus,sp.,23.030,15.970,1,0,NaN
Portunus,spimanus,23.030,15.970,1,0,NaN
Portunus,spinimanus,23.030,15.970,1,0,NaN
Posidonia,sp.,164.700,161.200,1,0,NaN
Posnanskytherium,desaguaderoi,,3.600,4,0,NaN
Posnanskytherium,inchasense,4,3.3,1,0,NaN
Posnanskytherium,sp.,4,3.600,2,0,NaN
Posnanskytherium,viscachanense,6.800,4.000,2,0,NaN
Potamarchus,adamiae,11.608,5.332,2,0,NaN
Potamarchus,murinus,13.800,7.246,2,0,NaN
Potamarchus,sigmodon,11.608,7.246,1,0,NaN
Potamarchus,sp.,11.608,6.800,6,0,NaN
Potamides,sp.,23.030,15.970,1,0,NaN
Potamides,suprasulcatus,23.030,15.970,2,0,NaN
Potamides,woodringi,23.030,15.970,1,0,NaN
Potamosiren,magdalenensis,16.300,11.800,4,2,1.0000
Potamosiren,sp.,15.970,11.608,1,0,NaN
Potamotrygon,motoro,11.608,10.000,3,0,NaN
Potamotrygon,sp.,28.400,10.000,5,0,NaN
Potamotrygon,ucayalensis,48.600,37.200,1,0,NaN
Pozomys,"sp. nov.?",37.200,33.900,1,0,NaN
Pozomys,ucayaliensis,43.44,33.900,3,0,NaN
Praectenomys,rhombidens,5.332,3.600,1,0,NaN
Praectenomys,sp.,6.800,4.000,2,0,NaN
Praectenomys,vagus,5.332,3.600,1,0,NaN
Prepidolops,didelphoides,48.600,37.200,1,1,0.3333
Prepidolops,molinai,48.600,37.200,1,1,0.5556
Prestosuchus,chiniquensis,242.000,201.600,8,2,0.5000
Pricemys,caiera,70.600,66.043,1,0,NaN
Priohybodus,arambourgi,155.700,145.500,2,1,0.9565
Prionocidaris,sp.,23.030,15.970,3,0,NaN
Prionosuchus,plummeri,279.500,272.500,1,1,1.0000
Pristiguana,brasilensis,70.600,66.043,1,1,0.2500
Pristiophorus,sp.,11.608,7.246,2,0,NaN
Pristipomoides,sp.,23.030,15.970,1,0,NaN
Pristis,sp.,48.600,10.000,7,0,NaN
Proadinotherium,saltoni,29.000,21.000,1,0,NaN
Proadinotherium,sp.,23.030,15.970,1,0,NaN
Proargyrolagus,bolivianus,29.000,21.000,3,1,1.0000
Probainognathus,sp.,235.000,221.500,1,1,0.0476
Proborhyaena,gigantea,29.000,21.000,1,1,1.0000
Procariama,simplex,9.000,6.800,1,0,NaN
Procaroloameghinia,pricei,58.700,48.600,1,0,NaN
Procerosuchus,celer,242.000,235.000,1,1,1.0000
Procerosuchus,sp.,235.000,205.600,1,1,0.6667
Procolophon,sp.,252.300,247.200,1,1,0.8000
Procolophon,trigoniceps,252.300,247.200,5,2,0.4472
Procuhy,nazariensis,279.500,272.500,1,0,NaN
Prodolichotis,guerreroi,13.800,11.800,3,0,NaN
Prodolichotis,pridiana,13.800,11.800,9,0,NaN
Prodolichotis,prisca,6.800,3.000,1,0,NaN
Proechimys,poliopus,0.02798,0.0255,1,0,NaN
Proechimys,sp.,0.781,0.5,3,0,NaN
Proeocoleophorus,carlinii,48.600,37.200,1,0,NaN
Proeremotherium,sp.,2.588,0.781,1,0,NaN
Proeuphractus,limpidus,9.000,6.800,2,1,1.0000
Proeuphractus,sp.,9.000,6.800,1,0,NaN
Prohegetotherium,schiaffinoi,29.000,21.000,3,1,1.0000
Prohegetotherium,sp.,29.000,21.000,5,3,0.8434
Prolagostomus,sp.,15.500,12.9,3,0,NaN
Prolicaphrium,sanalfonensis,13.800,11.800,1,0,NaN
Prolyelliceras,sp.,112.600,99.700,1,0,NaN
Promacrauchenia,antiqua,6.800,3.000,1,0,NaN
Promacrauchenia,sp.,,3.600,5,0,NaN
Pronothrotherium,figueirasi,9.000,4.000,1,0,NaN
Pronothrotherium,mirabilis,9.000,4.000,1,0,NaN
Propalaehoplophorus,andinus,13.2,12.9,1,0,NaN
Propalaehoplophorus,sp.,15.500,13.800,1,0,NaN
Propanochthus,bullifer,0.781,0.012,1,0,NaN
Propaopus,sp.,0.781,0.012,1,0,NaN
Propraopus,magnus,2.588,0.012,1,0,NaN
Propraopus,sp.,0.781,0.012,2,0,NaN
Propraopus,sulcatus,1.0,0.02,13,0,NaN
Propyrotherium,sp.,37.200,33.900,1,1,0.0250
Proscelidodon,patrius,6.800,3.3,2,0,NaN
Proscelidodon,sp.,9.000,6.800,1,0,NaN
Prosopis,nigra,3.600,2.588,1,0,NaN
Prostegotherium,notostylopianum,37.200,33.900,1,1,0.0750
Prostegotherium,sp.,48.600,33.900,5,0,NaN
Protabrocoma,sp.,9.000,6.800,2,0,NaN
Protadelphomys,sp.,23.030,15.970,1,0,NaN
Protelphidium,granosum,15.970,5.332,1,1,0.0197
Proterocara,argentina,55.800,33.900,1,0,NaN
Proterochampsa,nodosa,235.000,205.600,1,1,0.2000
Proterotherium,americanum,11.608,7.246,1,0,NaN
Proterotherium,berroi,29.000,21.000,1,0,NaN
Proterotherium,sp.,15.500,7.246,3,0,NaN
Protheosodon,sp.,23.030,15.970,1,0,NaN
Protheriodon,estudianti,242.000,235.000,1,1,1.0000
Prothoatherium,Colombianus,23.030,5.332,1,1,1.0000
Protocyan,troglodytes,2.588,0.781,1,0,NaN
Protocyon,orcesi,0.781,0.012,1,0,NaN
Protocyon,sp.,0.02798,0.0255,1,0,NaN
Protocyon,tarijensis,2.588,0.781,1,0,NaN
Protocyon,troglodytes,0.12,0.0255,5,0,NaN
Protodidelphis,mastodontoides,58.700,48.600,1,0,NaN
Protodidelphis,vanzolinii,58.700,48.600,1,0,NaN
Protolipterna,ellipsodontoides,58.700,48.600,1,0,NaN
Protomegalonyx,sp.,11.608,7.246,1,0,NaN
Protopithecus,brasiliensis,2.588,0.012,1,0,NaN
Protosciaena,neritica,23.030,15.970,1,0,NaN
Protosteiromys,pattersoni,29.000,21.000,1,0,NaN
Protuberum,cabralensis,242.000,235.000,2,2,0.3307
Protypotherium,colloncurensis,11.800,10.000,1,0,NaN
Protypotherium,sp.,29.000,6.800,3,0,NaN
Provelosaurus,americanus,268.000,259.000,3,3,1.0000
Prozaedyus,sp.,15.500,12.9,2,0,NaN
Prozostrodon,brasiliensis,235.000,205.600,1,1,0.5000
Psammacoma,riopirabica,23.030,15.970,1,0,NaN
Psammosphaera,sp.,15.970,5.332,1,1,0.4444
Psamoperca,sp.,13.650,11.608,2,0,NaN
Pseudobrachytherium,breve,11.608,5.332,1,0,NaN
Pseudoellimma,gallae,130.000,125.450,1,0,NaN
Pseudoglyptodon,sallaensis,29.000,21.000,2,1,0.0018
Pseudohegetotherium,palmirense,29.000,21.000,1,0,NaN
Pseudohegetotherium,sp.,11.608,5.332,1,0,NaN
Pseudolatochara,sp.,66.043,55.800,1,0,NaN
Pseudoliva,monilis,48.600,37.200,1,0,NaN
Pseudoliva,parinasensis,48.600,37.200,2,0,NaN
Pseudomacrauchenia,yepesi,1.200,0.781,1,0,NaN
Pseudophyllograptus,densus,478.600,471.800,1,0,NaN
Pseudoplohophorus,absolutus,11.608,5.332,1,0,NaN
Pseudoplohophorus,coloniensis,11.608,5.332,1,0,NaN
Pseudoplohophorus,sp.,29.000,5.332,3,0,NaN
Pseudoprepotherium,confusum,16.300,5.332,13,0,NaN
Pseudoprepotherium,sp.,23.030,15.970,1,0,NaN
Pseudoprepotherium,venezuelanum,11.608,7.246,1,0,NaN
Pseudorca,crassidens,0.012,0.000,2,0,NaN
Psilastephanocolporites,tesseroporus,23.030,15.970,1,0,NaN
Psilochara,sp.,48.600,37.200,2,0,NaN
Psilopterus,sp.,0.781,0.012,1,0,NaN
Pteria,serini,23.030,15.970,3,0,NaN
Pteronura,brasiliensis,0.126,0.012,3,1,1.0000
Pterosphenus,sheppardi,37.200,33.900,1,0,NaN
Pucabatis,hoffstetteri,70.600,66.043,2,1,0.4353
Pucadelphys,andinus,66.043,61.700,1,0,NaN
Pucanodus,gagnieri,66.043,61.700,2,0,NaN
Pucapristis,branisi,70.600,66.043,2,2,0.1534
Pucatherium,parvum,40.400,33.900,4,0,NaN
Puentemys,mushaisaensis,61.700,58.700,4,0,NaN
Puffinus,lherminieri,0.012,0.000,1,0,NaN
Puma,concolor,2.588,0.781,1,0,NaN
Puma,sp.,2.588,0.012,1,0,NaN
Punadolops,alonsoi,37.200,33.900,2,2,0.0791
Punahyrax,bondesioi,37.200,33.900,2,2,0.2500
Punahyrax,sp.,37.200,33.900,1,1,0.0500
Punapithecus,minor,37.200,33.900,2,2,0.2372
Punatherium,catamarcensis,37.200,33.900,1,0,NaN
Purperia,cribatidens,11.608,7.246,1,0,NaN
Purussaurus,brasiliensis,11.608,7.246,2,0,NaN
Purussaurus,mirandai,11.608,5.332,8,0,NaN
Purussaurus,neivensis,13.800,11.800,9,0,NaN
Purussaurus,sp.,28.400,7.246,23,0,NaN
Pycnonemosaurus,nevesi,84.900,66.043,1,1,1.0000
Pyramiodontherium,bergi,6.800,3.000,2,0,NaN
Pyramiodontherium,carlesi,3.600,2.588,1,0,NaN
Pyramiodontherium,sp.,5.332,3.600,1,0,NaN
Pyrotherium,macfaddeni,29.000,21.000,2,0,NaN
Pyrotherium,romerii,29.000,21.000,1,0,NaN
Pyrotherium,romeroi,29.000,21.000,2,2,0.0428
Pythonichthys,sp.,23.030,15.970,1,0,NaN
Quebradahondomys,potosiensis,13.2,12.9,1,0,NaN
Quiscalus,lugubris,0.02798,0.0255,1,1,0.0127
Raja,agassizi,3.600,2.588,1,0,NaN
Ramphastosula,aguierrei,6.35,5.47,1,1,0.0455
Ramphastosula,ramirezi,6.35,5.47,1,1,0.2273
Ranculcus,sp.,11.608,7.246,1,0,NaN
Randallia,sp.,23.030,15.970,1,0,NaN
Rapatea,primordialis,23.030,15.970,1,0,NaN
Raskyella,pecki,43.44,43.44,7,0,NaN
Rastodon,procurvidens,268.000,259.000,1,1,0.3333
Rattus,sp.,0.012,0.000,2,0,NaN
Rauisuchus,tiradentes,235.000,205.600,6,5,1.0000
Reigia,punae,37.200,33.900,1,1,0.1250
Reineckeites,douvillei,164.700,161.200,1,0,NaN
Reineckia,douvillei,164.700,161.200,1,0,NaN
Reineckia,sp.,164.700,161.200,1,0,NaN
Reithrodon,auritus,0.0276,0.01758,1,0,NaN
Reticutriton,carlotate,23.030,15.970,1,0,NaN
Retusa,arcana,23.030,15.970,1,0,NaN
Rhacolepis,buccalis,122.460,109.000,1,0,NaN
Rhadinocytherura,amazonensis,15.970,5.332,1,1,0.0030
Rhadinosuchus,gracilis,235.000,205.600,1,1,1.0000
Rhamphostomopsis,neogaeus,11.608,7.246,2,0,NaN
Rhamphostomopsis,sp.,13.800,11.800,2,0,NaN
Rhea,pampeana,0.126,0.012,1,0,NaN
Rhineaster,sp.,66.043,61.700,1,0,NaN
Rhineastes,sp.,70.600,66.043,1,0,NaN
Rhinobatos,beurleni,112.600,109.000,1,1,0.0426
Rhinoclavis,terpena,23.030,15.970,1,0,NaN
Rhinoclavis,williamsi,23.030,15.970,1,0,NaN
Rhinoclemmys,sp.,0.126,0.012,1,0,NaN
Rhinoptera,prisca,99.700,66.043,1,1,0.4000
Rhinoptera,sp.,19.27,1.806,3,0,NaN
Rhinoptera,studera,23.030,15.970,1,0,NaN
Rhinoptera,studeri,23.030,15.970,3,0,NaN
Rhizammina,sp.,15.970,5.332,1,1,0.0066
Rhizoprionodon,longurio,13.650,7.246,2,0,NaN
Rhizoprionodon,sp.,11.608,1.806,5,0,NaN
Rhizoprionodon,taxandriae,13.650,7.246,1,0,NaN
Rhodanodolichotis,antepridiana,13.800,11.800,2,0,NaN
Rhodanodolichotis,sp.,16.300,11.800,3,0,NaN
Rhodanodolichotis,vucetichae,13.800,11.800,1,0,NaN
Rhodsia,sp.,66.043,61.700,1,0,NaN
Rhogeessa,sp.,0.02798,0.0255,1,0,NaN
Rhynchippus,brasiliensis,29.000,21.000,2,1,0.0183
Rhynchippus,equinus,29.000,21.000,1,0,NaN
Rhynchippus,pumilus,28.400,21.000,2,0,NaN
Rhynchippus,sp.,29.000,21.000,1,0,NaN
Rhynchobatus,sp.,23.030,15.970,1,0,NaN
Rhynchoconger,flavus,23.030,15.970,1,0,NaN
Rhyncholampas,candidoi,23.030,15.970,1,0,NaN
Rhynchonella,sp.,164.700,161.200,1,0,NaN
Rhynchopygus,peruvianus,55.800,33.900,1,0,NaN
Rhyzochlatrus,vidalis,23.030,15.970,3,0,NaN
Rhyzoprionodon,sp.,23.030,15.970,1,0,NaN
Ribodon,limbatus,11.608,7.246,2,0,NaN
Ricardocifellia,protocenica,58.700,48.600,1,0,NaN
Ricardomys,longidens,13.800,11.800,2,0,NaN
Rimella,sp.,37.2,35.7,2,0,NaN
Ringueletia,simpsoni,5.332,2.588,1,0,NaN
Riograndia,guaibensis,221.500,205.600,5,3,0.1119
Riolestes,capricornicus,58.700,48.600,1,0,NaN
Riostegotherium,yanei,58.700,48.600,1,0,NaN
Roberthoffstetteria,nationalgeographica,66.043,61.700,1,0,NaN
Rodcania,kakan,58.700,55.800,1,0,NaN
Ronwolffia,pacifica,24.93,24.79,3,0,NaN
Rosalina,californica,15.970,5.332,1,1,0.0197
Rosalina,sp.,15.970,5.332,1,1,0.0131
Roslerichthys,riomafrensis,298.900,290.100,1,0,NaN
Rostellaria,baumanni,23.030,15.970,3,0,NaN
Rostellaria,doris,23.030,15.970,1,0,NaN
Rostellaria,soperi,23.030,15.970,1,0,NaN
Roxochampsa,paulistanus,84.900,66.043,1,0,NaN
Roxochelys,sp.,70.600,66.043,1,0,NaN
Roxochelys,vilavilensis,66.043,48.600,3,1,1.0000
Roxochelys,wanderleyi,70.600,66.043,2,2,0.7071
Rumiodon,inti,37.200,33.900,1,1,0.0545
Rumiodon,sp.,37.200,33.900,1,1,0.0364
Rytiodus,sp.,23.030,15.970,4,1,0.5000
Sacabambaspis,janvieri,460.900,449.500,2,0,NaN
Sachicasaurus,vitae,130.000,112.600,1,1,1.0000
Sacisaurus,agudoensis,221.500,205.600,1,1,0.9444
Sahitisuchus,fluminensis,58.700,48.600,1,0,NaN
Saimiri,sp.,17.500,16.300,1,0,NaN
Sairadelphys,tocantinensis,0.02,0.02,1,0,NaN
Salfitichnus,mentoor,70.600,66.043,1,0,NaN
Sallacyon,hoffstetteri,29.000,21.000,2,0,NaN
Salladolodus,deuterotherioides,29.000,21.000,1,1,0.0037
Salladolodus,deuterotheroides,29.000,21.000,1,0,NaN
Sallamys,pascuali,29.000,21.000,3,1,0.0219
Sallamys,quispea,26.25,26.25,1,1,0.1250
Sallamys,sp.,29.000,21.000,2,0,NaN
Sallamys,woodi,29.000,21.000,2,0,NaN
Sallatherium,altiplanense,29.000,21.000,2,1,0.0128
Saltasaurus,loricatus,70.600,66.043,1,1,0.5556
Saltenia,ibanezi,84.900,70.600,3,0,NaN
Sangaia,lavinai,252.300,247.200,1,1,1.0000
Santacruzgnathus,abdalai,235.000,221.500,1,0,NaN
Santacruzodon,hopsoni,235.000,221.500,1,1,0.2857
Santanachelys,gaffneyi,112.600,109.000,1,0,NaN
Santanaclupea,silvasantosi,112.600,109.000,1,1,0.0426
Santanadactylus,brasilensis,112.600,109.000,1,1,0.0213
Santanadactylus,pricei,112.600,109.000,3,3,0.1503
Santanadactylus,spixi,112.600,109.000,1,1,0.0213
Santanaraptor,placidus,112.600,109.000,1,1,0.0417
Santosius,sp.,70.600,66.043,1,0,NaN
Sapindus,ferreirai,23.030,15.970,1,0,NaN
Sarcoramphus,"new sp.",0.02798,0.0255,1,1,0.0064
Sarcosuchus,hartti,136.400,125.450,5,0,NaN
Sarcosuchus,sp.,136.400,125.450,1,0,NaN
Sardinops,sagax,11.608,7.246,1,1,0.9836
Sardinops,sp.,37.2,7.246,3,0,NaN
Sargus,incertus,11.608,7.246,1,0,NaN
Sarkidiornis,melanotos,0.02798,0.0255,1,1,0.0064
Sasawatsu,mahaynaq,37.200,33.900,1,0,NaN
Satshatemnus,bonapartei,58.700,55.800,1,0,NaN
Saturnalia,tupiniquim,235.000,205.600,2,2,1.0000
Saurocetes,argentinus,11.608,7.246,4,2,0.5000
Saurocetes,sp.,11.608,7.246,1,0,NaN
Saynoceras,verrucosum,140.200,136.400,1,0,NaN
Scalabrinitherium,paranense,11.608,7.246,1,0,NaN
Scalaria,minuta,11.608,7.246,1,0,NaN
Scalenodon,ribeiroae,242.000,235.000,1,1,0.1250
Scapanorhynchus,subulatus,99.700,66.043,1,0,NaN
Scaphander,paraensis,23.030,15.970,1,0,NaN
Scapharca,brasiliana,23.030,15.970,3,0,NaN
Scapharca,egleri,23.030,15.970,1,0,NaN
Scapharca,sp.,23.030,15.970,1,0,NaN
Scapharca,textilicostata,23.030,15.970,1,0,NaN
Scaphokogia,cochlearis,7.5,7.3,1,0,NaN
Scaphokogia,sp.,6.35,5.47,1,1,0.0455
Scaphokogia,totajpe,7.246,5.332,1,1,0.0526
Scapteromys,tumidus,2.588,0.000,1,0,NaN
Scarrittia,robusta,29.000,21.000,1,0,NaN
Scelidodon,chiliense,0.126,0.012,3,0,NaN
Scelidodon,chiliensis,0.025,0.015,3,0,NaN
Scelidodon,sp.,29.000,0.012,3,0,NaN
Scelidodon,tarijensis,2.588,0.781,2,0,NaN
Scelidotheridium,sp.,4.000,3.000,1,0,NaN
Scelidotherium,leptocephalum,1.200,0.012,3,0,NaN
Scelidotherium,patrium,2.588,0.781,1,0,NaN
Scelidotherium,pendolai,6.800,3.000,1,0,NaN
Scelidotherium,reyesi,0.781,0.012,1,0,NaN
Scelidotherium,sp.,1.200,0.012,4,0,NaN
Scelidotherium,"sp. 1",2.588,0.012,1,0,NaN
Scelidotherium,tarijense,2.588,0.01415,2,0,NaN
Schinopsis,lorentzii,3.600,2.588,2,0,NaN
Schizaster,sp.,23.030,15.970,1,0,NaN
Sciaena,sp.,23.030,15.970,1,0,NaN
Sciaenops,reyzi,23.030,15.970,1,0,NaN
Sciamys,sp.,11.608,5.332,1,0,NaN
Scirrotherium,hondaensis,13.800,11.800,2,0,NaN
Scirrotherium,sp.,19.27,10.000,4,0,NaN
Scleromys,colombianus,13.800,7.246,10,0,NaN
Scleromys,praecursor,28.400,23.030,1,0,NaN
Scleromys,quadrangulatus,17.500,16.300,1,0,NaN
Scleromys,schurmanni,13.800,11.800,11,0,NaN
Scleromys,sp.,23.030,11.800,4,0,NaN
Scoliodon,taxandriae,23.030,15.970,4,0,NaN
Sconsia,felix,23.030,15.970,3,0,NaN
Scylla,costata,23.030,15.970,4,0,NaN
Sebecus,huilensis,13.800,11.800,3,0,NaN
Sebecus,sp.,48.600,11.800,7,3,0.2283
Seismophis,septentrionalis,99.700,94.300,2,0,NaN
Selvamys,paulus,33.900,28.400,1,0,NaN
Semele,paraensis,23.030,15.970,1,0,NaN
Serjania,decursiva,23.030,15.970,1,0,NaN
Serpula,sp.,164.700,150.800,2,0,NaN
Serpulorbis,amazoniana,23.030,15.970,1,0,NaN
Serpulorbis,corticesculpturata,23.030,15.970,1,0,NaN
Serrasalminae,pacu-like,28.400,10.000,8,0,NaN
Serrasalminae,piranha-like,28.400,10.000,6,0,NaN
