"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"115043","spm","","632995","0","68119","AMNH 27160:6","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115044","spm","","632995","0","68119","AMNH 27160:29","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115045","spm","","632995","0","68119","AMNH 27160:30","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115046","spm","","632995","0","68119","AMNH 27160:7","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115047","spm","","632995","0","68119","AMNH 27160:31","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115048","spm","","632995","0","68119","AMNH 27160:32","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115049","spm","","632995","0","68119","AMNH 27160:61","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115050","spm","","632995","0","68119","AMNH 27160:69","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115051","spm","","632995","0","68119","AMNH 27160:62","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115052","spm","","632995","0","68119","AMNH 27160:63","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115053","spm","","632995","0","68119","AMNH 27160:64","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115054","spm","","632995","0","68119","AMNH 27160:33","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115055","spm","","632995","0","68119","AMNH 27160:34","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115056","spm","","632995","0","68119","AMNH 27160:35","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115057","spm","","632995","0","68119","AMNH 27160:36","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115058","spm","","632995","0","68119","AMNH 27160:37","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115059","spm","","632995","0","68119","AMNH 27160:38","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115060","spm","","632995","0","68119","AMNH 27160:42","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115061","spm","","632995","0","68119","AMNH 27160:39","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115062","spm","","632995","0","68119","AMNH 27160:40","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115063","spm","","632995","0","68119","AMNH 27160:41","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115064","spm","","632995","0","68119","AMNH 27160:43","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115065","spm","","632995","0","68119","AMNH 27160:44","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115066","spm","","632995","0","68119","AMNH 27160:45","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115067","spm","","632995","0","68119","AMNH 27160:46","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115068","spm","","632995","0","68119","AMNH 27160:47","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115069","spm","","632995","0","68119","AMNH 27160:48","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115070","spm","","632995","0","68119","AMNH 27160:49","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115071","spm","","632995","0","68119","AMNH 27160:50","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115072","spm","","632995","0","68119","AMNH 27160:51","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115073","spm","","632995","0","68119","AMNH 27160:65","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115074","spm","","632995","0","68119","AMNH 27160:52","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115075","spm","","632995","0","68119","AMNH 27160:53","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115076","spm","","632995","0","68119","AMNH 27160:66","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115077","spm","","632995","0","68119","AMNH 27160:67","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115078","spm","","632995","0","68119","AMNH 27160:54","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115079","spm","","632995","0","68119","AMNH 27160:55","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115080","spm","","632995","0","68119","AMNH 27160:56","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115081","spm","","632995","0","68119","AMNH 27160:57","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115082","spm","","632995","0","68119","AMNH 27160:58","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115083","spm","","632995","0","68119","AMNH 27160:59","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115084","spm","","632995","0","68119","AMNH 27160:60","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115085","spm","","632912","0","68116","AMNH 27161/1:1","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115086","spm","","632912","0","68116","AMNH 27161/1:2","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115087","spm","","632912","0","68116","AMNH 27161/1:3","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115088","spm","","632912","0","68116","AMNH 27161/1:4","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115089","spm","","632996","0","68119","AMNH 27161:1","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115090","spm","","632996","0","68119","AMNH 27161:2","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115091","spm","","632996","0","68119","AMNH 27161:3","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115092","spm","","632996","0","68119","AMNH 27161:4","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115093","spm","","632996","0","68119","AMNH 27161:5","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115094","spm","","632996","0","68119","AMNH 27161:6","","","","shell","","1","table","","","Promathilda (Teretrina) eucycloides","species","267584","","Promathilda (Teretrina) eucycloides","species","267584","208.5","201.3","19564"
"115095","spm","","632913","0","68116","AMNH 27162:1","","","","shell","","1","table","","","Promathilda (Teretrina) tilarniocensis","species","267585","","Promathilda (Teretrina) tilarniocensis","species","267585","208.5","201.3","19564"
"115096","spm","","632913","0","68116","AMNH 27162:2","","","","shell","","1","table","","","Promathilda (Teretrina) tilarniocensis","species","267585","","Promathilda (Teretrina) tilarniocensis","species","267585","208.5","201.3","19564"
"115097","spm","","632913","0","68116","AMNH 27162:3","","","","shell","","1","table","","","Promathilda (Teretrina) tilarniocensis","species","267585","","Promathilda (Teretrina) tilarniocensis","species","267585","208.5","201.3","19564"
"115098","spm","","632913","0","68116","AMNH 27162:14","","","","shell","","1","table","","","Promathilda (Teretrina) tilarniocensis","species","267585","","Promathilda (Teretrina) tilarniocensis","species","267585","208.5","201.3","19564"
"115099","spm","","632913","0","68116","AMNH 27162:15","","","","shell","","1","table","","","Promathilda (Teretrina) tilarniocensis","species","267585","","Promathilda (Teretrina) tilarniocensis","species","267585","208.5","201.3","19564"
